Name,Model,Price,City,Voivodeship,Production Year,Mileage,Engine Type,Engine Capacity
Kawasaki,Ninja,19 900 PLN,Białystok,Podlaskie,2018,21 700 km,Benzyna,650 cm3
BMW,K,45 900 PLN,Dąbrowa Tarnowska,Małopolskie,2012,53 800 km,Benzyna,1 600 cm3
Motocykl,,4 000 PLN,Dulowa,Małopolskie,2023,1 km,Benzyna,125 cm3
Motocykl,,2 799 PLN,Dulowa,Małopolskie,2023,1 km,2023,Elektryczny
Linhai 300,,22 990 PLN,Dulowa,Małopolskie,2023,1 km,Benzyna,275 cm3
KXD,,6 999 PLN,Dulowa,Małopolskie,2023,1 km,Benzyna,125 cm3
Motocykl,,2 000 PLN,Dulowa,Małopolskie,2023,1 km,Benzyna,49 cm3
Motocykl,,1 700 PLN,Dulowa,Małopolskie,2023,1 km,Benzyna,49 cm3
Romet,727,2 899 PLN,Kraków,Małopolskie,2012,1 056 km,Benzyna,50 cm3
CF Moto,Allroad,84 900 PLN,Dulowa,Małopolskie,2022,1 km,Benzyna,1 000 cm3
CF Moto,Allroad,33 700 PLN,Dulowa,Małopolskie,2022,1 km,Benzyna,400 cm3
CF Moto,,66 000 PLN,Dulowa,Małopolskie,2022,1 km,Benzyna,1 000 cm3
Can-Am,,105 700 PLN,Dąbrowa Górnicza,Śląskie,2023,1 km,Benzyna,1 000 cm3
Motocykl,,4 900 PLN,Zazdrość,Mazowieckie,2019,1 720 km,2019,Elektryczny
Yamaha,Virago,12 999 PLN,Kokoszkowy,Pomorskie,1998,11 100 km,Benzyna,125 cm3
Honda,GL,49 900 PLN,Dąbrowa Tarnowska,Małopolskie,2006,103 000 km,Benzyna,1 800 cm3
BMW,F,14 900 PLN,Margonin,Wielkopolskie,2018,88 700 km,Benzyna,800 cm3
Benelli,752 S,35 990 PLN,Nowy Dwór Gdański,Pomorskie,2023,1 km,Benzyna,750 cm3
Yamaha,X-max,6 900 PLN,Kraków,Małopolskie,Niski przebieg,2008,250 cm3,37 174 km
Barton,,5 999 PLN,Gliwice,Śląskie,2022,1 km,Benzyna,49 cm3
Honda,Shadow,14 900 PLN,Stare Miasto,Wielkopolskie,1999,21 000 km,Benzyna,125 cm3
Honda,GL,42 400 PLN,Kielce,Świętokrzyskie,Niski przebieg,2003,1 832 cm3,35 000 km
KTM,Super Duke,93 600 PLN,Poznań,Wielkopolskie,2023,1 km,Benzyna,1 301 cm3
KTM,Duke,27 360 PLN,Poznań,Wielkopolskie,2023,1 km,Benzyna,390 cm3
Barton,,3 999 PLN,Grodzisk Mazowiecki,Mazowieckie,Niski przebieg,2018,124 cm3,2 311 km
Peugeot,Django,2 990 PLN,Dolina Marczakowa,Świętokrzyskie,2016,9 046 km,Benzyna,50 cm3
Honda,CBF,16 400 PLN,Ostrów Wielkopolski,Wielkopolskie,2008,58 150 km,Benzyna,998 cm3
Aprilia,Caponord,1 000 PLN,Żyrardów,Mazowieckie,2007,75 000 km,2007,Benzyna
Honda,CBR,25 500 PLN,Zamienie,Mazowieckie,2015,7 500 km,Benzyna,649 cm3
Motocykl,,3 590 PLN,Dolina Marczakowa,Świętokrzyskie,2020,7 109 km,Benzyna,50 cm3
BMW,F,49 000 PLN,Jaworzno,Śląskie,2018,7 781 km,Benzyna,853 cm3
Yadea C-line,,6 990 PLN,Dolina Marczakowa,Świętokrzyskie,2021,318 km,2021,Elektryczny
Yamaha,Drag Star,23 900 PLN,Stare Miasto,Wielkopolskie,2003,44 800 km,Benzyna,1 100 cm3
Harley-Davidson,Touring Road King,32 900 PLN,Stare Miasto,Wielkopolskie,2004,25 000 km,Benzyna,1 450 cm3
Honda,CBF,9 900 PLN,Stare Miasto,Wielkopolskie,2006,28 000 km,Benzyna,600 cm3
Honda,NSS,17 900 PLN,Margonin,Wielkopolskie,2021,20 000 km,Benzyna,750 cm3
Honda,CB,14 590 PLN,Dolina Marczakowa,Świętokrzyskie,2021,16 465 km,Benzyna,125 cm3
Beta RR,,39 999 PLN,Zgórsko,Świętokrzyskie,2022,1 km,Benzyna,249 cm3
Indian,Springfield,145 900 PLN,Gdańsk,Pomorskie,2022,1 km,Benzyna,1 890 cm3
Honda,XL,13 500 PLN,Zawiercie,Śląskie,Niski przebieg,2000,Benzyna,54 000 km
BMW,GS,93 900 PLN,Warszawa,Mazowieckie,2022,400 km,Benzyna,1 250 cm3
Triumph,Tiger,28 900 PLN,Warszawa,Mazowieckie,2014,62 241 km,Benzyna,800 cm3
Gas Gas MC,,54 900 PLN,Lublin,Lubelskie,2022,1 km,Benzyna,450 cm3
Honda,CB,5 900 PLN,Stare Miasto,Wielkopolskie,1995,29 000 km,Benzyna,500 cm3
BMW,R,17 900 PLN,Stare Miasto,Wielkopolskie,2002,1 km,Benzyna,1 150 cm3
BMW,LT,17 900 PLN,Stare Miasto,Wielkopolskie,2000,60 000 km,Benzyna,1 200 cm3
Kawasaki,VN,19 800 PLN,Stare Miasto,Wielkopolskie,2008,34 300 km,Benzyna,900 cm3
Kawasaki,VN,21 900 PLN,Stare Miasto,Wielkopolskie,1998,33 000 km,Benzyna,1 500 cm3
BMW,R,25 700 PLN,Stare Miasto,Wielkopolskie,2008,96 100 km,Benzyna,1 200 cm3
Honda,CLR,9 300 PLN,Stare Miasto,Wielkopolskie,2000,26 000 km,Benzyna,125 cm3
Yamaha,Road Star,28 900 PLN,Stare Miasto,Wielkopolskie,2006,41 400 km,Benzyna,1 700 cm3
CF Moto,,55 789 PLN,Chotomów,Mazowieckie,2023,1 km,Benzyna,800 cm3
Indian,Chieftain,164 900 PLN,Gdańsk,Pomorskie,2022,1 km,Benzyna,1 890 cm3
Moto Guzzi V7,,28 500 PLN,Jaworzno,Śląskie,Niski przebieg,2014,744 cm3,30 905 km
BMW,RT,32 900 PLN,Gdańsk,Pomorskie,2011,106 605 km,Benzyna,1 170 cm3
BMW,R,130 280 PLN,Gliwice,Śląskie,2023,1 km,Benzyna,1 254 cm3
Honda,Shadow,21 900 PLN,Stare Miasto,Wielkopolskie,1998,31 000 km,Benzyna,1 100 cm3
TGB Blade,,43 500 PLN,Świebodzin,Lubuskie,Niski przebieg,2017,1 000 cm3,3 180 km
Zipp TOPS,,3 649 PLN,Kraków,Małopolskie,2017,452 km,Benzyna,50 cm3
Yamaha,XJ,4 999 PLN,Wyrzysk,Wielkopolskie,1980,17 745 km,Benzyna,650 cm3
Yamaha,Tracer,38 700 PLN,Lublin,Lubelskie,2020,5 900 km,Benzyna,700 cm3
Vespa,GTS,36 500 PLN,Piaseczno,Mazowieckie,2023,1 km,2023,Benzyna
BMW,S,43 900 PLN,Kraków,Małopolskie,2019,6 200 km,Benzyna,1 000 cm3
Indian,Scout,78 900 PLN,Gdańsk,Pomorskie,2022,1 km,Benzyna,1 133 cm3
Yamaha,XJ,6 200 PLN,Stare Miasto,Wielkopolskie,1988,60 000 km,Benzyna,750 cm3
Honda,CBR,7 900 PLN,Stare Miasto,Wielkopolskie,1991,39 500 km,Benzyna,600 cm3
Honda,NT,9 300 PLN,Stare Miasto,Wielkopolskie,1999,35 000 km,Benzyna,650 cm3
Suzuki,GSX-F - Katana,8 900 PLN,Stare Miasto,Wielkopolskie,2003,39 000 km,Benzyna,600 cm3
BMW,RT,9 900 PLN,Stare Miasto,Wielkopolskie,1997,86 000 km,Benzyna,1 100 cm3
Yamaha,XJ,5 900 PLN,Stare Miasto,Wielkopolskie,1999,33 000 km,Benzyna,598 cm3
Suzuki,GS,6 900 PLN,Stare Miasto,Wielkopolskie,1986,38 900 km,Benzyna,450 cm3
Benelli,Leoncino Trail,28 990 PLN,Kraków,Małopolskie,2023,1 km,Benzyna,500 cm3
Aprilia,SR,8 400 PLN,Milanówek,Mazowieckie,Niski przebieg,2015,124 cm3,33 500 km
Indian,FTR,84 900 PLN,Gdańsk,Pomorskie,2022,1 km,Benzyna,1 203 cm3
Indian,FTR,75 900 PLN,Gdańsk,Pomorskie,2022,1 km,Benzyna,1 203 cm3
Indian,FTR,84 900 PLN,Gdańsk,Pomorskie,2021,1 km,Benzyna,1 203 cm3
BMW,GS,121 212 PLN,Bydgoszcz,Kujawsko-pomorskie,2023,1 km,Benzyna,1 254 cm3
Honda,VTR,10 900 PLN,Warszawa,Mazowieckie,Niski przebieg,2002,996 cm3,28 500 km
Ducati,Multistrada,10 900 PLN,Kozienice,Mazowieckie,2005,63 424 km,Benzyna,1 000 cm3
Simson,,10 900 PLN,Kozienice,Mazowieckie,1982,1 800 km,Benzyna,50 cm3
CF Moto,C-Force,28 600 PLN,Pradła,Śląskie,2022,1 km,Benzyna,400 cm3
Kymco,DT X360,26 900 PLN,Marki,Mazowieckie,2023,1 km,Benzyna,320 cm3
Indian,Roadmaster,164 900 PLN,Gdańsk,Pomorskie,2022,1 km,Benzyna,1 890 cm3
Motocykl,,8 999 PLN,Karkosy,Łódzkie,2023,1 km,Benzyna,200 cm3
Honda,CB,23 000 PLN,Grajewo,Podlaskie,2021,11 000 km,Benzyna,500 cm3
Indian,Chief,113 900 PLN,Gdańsk,Pomorskie,2022,1 km,Benzyna,1 890 cm3
BMW,K,60 500 PLN,Wieruszów,Łódzkie,2015,51 000 km,Benzyna,1 600 cm3
Triumph,Tiger,10 500 PLN,Krosno,Podkarpackie,1995,56 200 km,Benzyna,63 cm3
Kawasaki,Versys 650,35 600 PLN,Barlinek,Zachodniopomorskie,2018,7 200 km,Benzyna,650 cm3
KTM,RC 390,30 720 PLN,Kraków,Małopolskie,2023,1 km,Benzyna,373 cm3
Harley-Davidson,Touring Road Glide,140 000 PLN,Pruszcz Gdański,Pomorskie,2021,10 500 km,2021,Benzyna
TGB Blade,,14 490 PLN,Wrocław,Dolnośląskie,2017,6 100 km,Benzyna,503 cm3
Kymco,DT X360,26 900 PLN,Dziekanów Nowy,Mazowieckie,2023,1 km,2023,Benzyna
Motocykl,,8 999 PLN,Karkosy,Łódzkie,2023,1 km,Benzyna,200 cm3
iamelectric T-Rex,,29 999 PLN,Domaszczyn,Dolnośląskie,2022,1 km,2022,Elektryczny
Triumph,Speedmaster,34 900 PLN,Rzeszów,Podkarpackie,Niski przebieg,2010,865 cm3,5 800 km
Harley-Davidson,Softail,74 900 PLN,Warszawa,Mazowieckie,2021,1 442 km,Benzyna,1 745 cm3
Can-Am,Outlander,30 000 PLN,Wrocław,Dolnośląskie,Niski przebieg,2010,800 cm3,18 700 km
TGB Blade,,44 990 PLN,Karkosy,Łódzkie,2021,1 km,Benzyna,600 cm3
Can-Am,,118 700 PLN,Dąbrowa Górnicza,Śląskie,2023,1 km,Benzyna,1 000 cm3
KTM,Enduro,56 640 PLN,Poznań,Wielkopolskie,2023,1 km,Benzyna,690 cm3
KTM,Enduro,47 300 PLN,Poznań,Wielkopolskie,2022,1 km,Benzyna,300 cm3
Suzuki,TL,6 999 PLN,Września,Wielkopolskie,1997,43 123 km,Benzyna,1 000 cm3
Harley-Davidson,Softail Fat Boy,33 900 PLN,Zawiercie,Śląskie,1999,47 000 km,Benzyna,1 340 cm3
TGB Blade,,59 990 PLN,Karkosy,Łódzkie,2022,1 km,Benzyna,1 000 cm3
Kawasaki,Versys-X 300,20 500 PLN,Stanisławice,Małopolskie,Niski przebieg,2017,296 cm3,7 769 km
Honda,SH,9 900 PLN,Pawłowice,Śląskie,Niski przebieg,2017,125 cm3,8 500 km
KTM,Adventure,96 960 PLN,Poznań,Wielkopolskie,2023,1 km,Benzyna,1 290 cm3
KTM,Adventure,93 600 PLN,Poznań,Wielkopolskie,2023,1 km,Benzyna,1 290 cm3
KTM,Super Duke,99 900 PLN,Poznań,Wielkopolskie,2023,1 km,Benzyna,1 300 cm3
KTM,Adventure,66 720 PLN,Poznań,Wielkopolskie,2023,1 km,Benzyna,890 cm3
KTM,Duke,25 760 PLN,Poznań,Wielkopolskie,2023,1 km,Benzyna,125 cm3
KTM,Adventure,60 000 PLN,Poznań,Wielkopolskie,2020,13 400 km,Benzyna,1 300 cm3
Aprilia,Tuono,25 500 PLN,Gdańsk,Pomorskie,2023,1 km,Benzyna,124 cm3
Piaggio,MP-3,35 000 PLN,Gdańsk,Pomorskie,2022,1 km,Benzyna,278 cm3
Piaggio,Beverly,27 500 PLN,Gdańsk,Pomorskie,2021,1 km,Benzyna,300 cm3
Aprilia,RS,54 900 PLN,Gdańsk,Pomorskie,2023,1 km,Benzyna,659 cm3
Can-Am,Outlander,85 800 PLN,Rychtal,Wielkopolskie,2022,1 km,2022,Benzyna
Can-Am,Renegade,109 000 PLN,Rychtal,Wielkopolskie,2023,1 km,Benzyna,1 000 cm3
Honda,Hornet,16 300 PLN,Jedlnia-Letnisko,Mazowieckie,Niski przebieg,2006,600 cm3,18 000 km
KTM,Adventure,71 520 PLN,Poznań,Wielkopolskie,2023,1 km,Benzyna,890 cm3
Gas Gas,,54 200 PLN,Poznań,Wielkopolskie,2023,1 km,Benzyna,690 cm3
KTM,Duke,59 520 PLN,Poznań,Wielkopolskie,2023,1 km,Benzyna,890 cm3
KTM,Duke,53 760 PLN,Poznań,Wielkopolskie,2023,1 km,Benzyna,890 cm3
Honda,VFR,26 700 PLN,Turek,Wielkopolskie,2015,48 000 km,Benzyna,782 cm3
Ducati,Multistrada,75 900 PLN,Piaseczno,Mazowieckie,2019,14 600 km,Benzyna,1 262 cm3
Kawasaki,,9 900 PLN,Gdańsk,Pomorskie,2015,4 677 km,Benzyna,125 cm3
BMW,RT,14 900 PLN,Stare Miasto,Wielkopolskie,2002,121 000 km,Benzyna,1 150 cm3
Harley-Davidson,Dyna Fat Bob,70 000 PLN,Strzelce Opolskie,Opolskie,2018,25 000 km,2018,Benzyna
Yamaha,Drag Star,26 800 PLN,Stare Miasto,Wielkopolskie,2004,41 000 km,Benzyna,1 100 cm3
Brixton Cromwell,,52 900 PLN,Tarnów,Małopolskie,2023,1 km,Benzyna,1 222 cm3
BMW,R,145 000 PLN,Poznań,Wielkopolskie,2022,3 300 km,Benzyna,1 800 cm3
Husqvarna,SM,15 900 PLN,Werbkowice,Lubelskie,Niski przebieg,2005,450 cm3,9 000 km
Kawasaki,Ninja,31 000 PLN,Klimontów,Świętokrzyskie,2022,2 650 km,Benzyna,650 cm3
Harley-Davidson,Touring Street Glide,66 000 PLN,Rawicz,Wielkopolskie,2016,10 645 km,Benzyna,1 700 cm3
Honda,PCX,14 000 PLN,Władysławowo,Pomorskie,2022,1 300 km,Benzyna,125 cm3
Vespa,Primavera,12 500 PLN,Gdynia,Pomorskie,Niski przebieg,2017,50 cm3,739 km
Piaggio,Ape 50 Pickup,22 500 PLN,Ścinawa,Dolnośląskie,2022,1 208 km,Benzyna,4 cm3
Daelim VL,,8 599 PLN,Starogard Gdański,Pomorskie,2001,25 000 km,Benzyna,125 cm3
Harley-Davidson,Softail Fat Boy,31 900 PLN,Jelenia Góra,Dolnośląskie,1998,57 000 km,Benzyna,1 340 cm3
BMW,R,69 500 PLN,Kielce,Świętokrzyskie,2021,2 336 km,Benzyna,1 802 cm3
Ducati,,34 900 PLN,Kraków,Małopolskie,2015,15 000 km,Benzyna,821 cm3
Can-Am,Outlander,65 000 PLN,Żabia Wola,Mazowieckie,Niski przebieg,2015,1 000 cm3,2 224 km
BMW,K,36 900 PLN,Łódź,Łódzkie,Niski przebieg,2011,1 293 cm3,69 980 km
SWM RS 500 R,,35 900 PLN,Tarnów,Małopolskie,2023,1 km,Benzyna,500 cm3
Suzuki,Intruder,42 900 PLN,Rawicz,Wielkopolskie,2008,29 000 km,Benzyna,1 800 cm3
Junak,ADV,11 499 PLN,Tarnów,Małopolskie,2022,1 km,2022,Benzyna
Benda,,28 900 PLN,Tarnów,Małopolskie,2022,1 km,Benzyna,300 cm3
SYM,Symphony,10 999 PLN,Tarnów,Małopolskie,2023,1 km,Benzyna,125 cm3
Yamaha,MT,40 900 PLN,Pępowo,Pomorskie,2019,18 350 km,Benzyna,847 cm3
Zipp,,6 996 PLN,Kobyłka,Mazowieckie,2021,1 km,Benzyna,125 cm3
Romet,,7 977 PLN,Kobyłka,Mazowieckie,2022,1 km,Benzyna,124 cm3
Junak,,6 396 PLN,Kobyłka,Mazowieckie,2023,1 km,Benzyna,49 cm3
Yamaha,Drag Star,22 900 PLN,Przasnysz,Mazowieckie,2009,15 670 km,Benzyna,649 cm3
Kawasaki,Z,11 900 PLN,Przasnysz,Mazowieckie,2004,48 589 km,Benzyna,748 cm3
Honda,CBF,12 500 PLN,Przasnysz,Mazowieckie,2005,47 689 km,Benzyna,599 cm3
Zipp STEED,,3 299 PLN,Kraków,Małopolskie,2013,4 600 km,Benzyna,50 cm3
Junak,,14 999 PLN,Kobyłka,Mazowieckie,2023,1 km,Benzyna,125 cm3
UM Renegade Commando,,30 999 PLN,Kobyłka,Mazowieckie,2023,1 km,Benzyna,299 cm3
BMW,R,160 000 PLN,Kielce,Świętokrzyskie,2022,370 km,Benzyna,1 802 cm3
Zontes,125 G1 Aluminium,15 991 PLN,Kobyłka,Mazowieckie,2023,1 km,Benzyna,125 cm3
Romet,,14 999 PLN,Kobyłka,Mazowieckie,2022,1 km,Benzyna,124 cm3
Benda,,24 900 PLN,Kobyłka,Mazowieckie,2022,1 km,Benzyna,124 cm3
UM Renegade Commando,,18 999 PLN,Kobyłka,Mazowieckie,2022,1 km,Benzyna,125 cm3
Honda,PCX,7 500 PLN,Piła,Wielkopolskie,2011,36 440 km,Benzyna,125 cm3
BMW,,33 000 PLN,Bełchatów,Łódzkie,Niski przebieg,2004,1 170 cm3,14 530 km
Harley-Davidson,Sportster Custom 1200C,29 900 PLN,Iława,Warmińsko-mazurskie,Niski przebieg,2003,1 199 cm3,32 000 km
BMW,G,15 900 PLN,Kielce,Świętokrzyskie,2020,33 000 km,Benzyna,313 cm3
Kymco,Downtown,14 000 PLN,Olecko,Warmińsko-mazurskie,2016,5 370 km,Benzyna,125 cm3
MV AGUSTA,,39 900 PLN,Poznań,Wielkopolskie,2022,1 km,Benzyna,554 cm3
MV AGUSTA,,85 000 PLN,Poznań,Wielkopolskie,2022,1 km,Benzyna,931 cm3
MV AGUSTA,Turismo Veloce,99 900 PLN,Poznań,Wielkopolskie,2022,1 km,Benzyna,798 cm3
MV AGUSTA,Brutale,92 900 PLN,Poznań,Wielkopolskie,2022,6 671 km,Benzyna,998 cm3
Can-Am,,110 300 PLN,Dąbrowa Górnicza,Śląskie,2023,1 km,Benzyna,1 000 cm3
MV AGUSTA,Brutale,109 900 PLN,Poznań,Wielkopolskie,2021,5 763 km,Benzyna,998 cm3
Can-Am,,93 400 PLN,Dąbrowa Górnicza,Śląskie,2023,1 km,Benzyna,1 000 cm3
Piaggio,Beverly,25 650 PLN,Tarnów,Małopolskie,2022,1 km,Benzyna,300 cm3
Kawasaki,VN,31 900 PLN,Tarnów,Małopolskie,2011,29 600 km,Benzyna,1 700 cm3
Kawasaki,Versys 650,46 300 PLN,Tarnów,Małopolskie,2022,1 km,2022,Benzyna
Barton,B-Max,10 900 PLN,Lublin,Lubelskie,2023,50 km,Benzyna,125 cm3
Suzuki,Boulevard,71 999 PLN,Kluczbork,Opolskie,2022,9 047 km,Benzyna,1 800 cm3
Brixton Crossfire,,11 900 PLN,Tarnów,Małopolskie,2022,1 km,Benzyna,125 cm3
Motocykl,,8 099 PLN,Tarnów,Małopolskie,2022,1 km,Benzyna,140 cm3
Kymco,Agility,10 590 PLN,Rędziny,Śląskie,2023,1 km,2023,Benzyna
BMW,GS,55 900 PLN,Lutoryż,Podkarpackie,2018,100 149 km,Benzyna,1 170 cm3
Yamaha,FJR,29 900 PLN,Piaseczno,Mazowieckie,2008,34 683 km,2008,Benzyna
Keeway,,10 600 PLN,Rędziny,Śląskie,2022,1 km,Benzyna,125 cm3
Kymco,Agility,12 590 PLN,Rędziny,Śląskie,2023,1 km,2023,Benzyna
Kawasaki,Ninja,26 900 PLN,Bochnia,Małopolskie,2019,10 000 km,Benzyna,649 cm3
KTM,EXC,17 999 PLN,Skawa,Małopolskie,2016,5 000 km,Benzyna,350 cm3
CF Moto,,19 900 PLN,Kraków,Małopolskie,2023,1 km,Benzyna,292 cm3
MV AGUSTA,Brutale,37 900 PLN,Piaseczno,Mazowieckie,2017,23 850 km,Benzyna,1 078 cm3
KTM,Super Duke,52 900 PLN,Lutoryż,Podkarpackie,2017,36 751 km,Benzyna,1 301 cm3
BMW,K,36 900 PLN,Lutoryż,Podkarpackie,2014,31 343 km,Benzyna,1 293 cm3
BMW,Adventure,59 900 PLN,Lutoryż,Podkarpackie,2020,17 080 km,Benzyna,852 cm3
BMW,K,31 900 PLN,Lutoryż,Podkarpackie,2009,67 294 km,Benzyna,1 293 cm3
BMW,R,49 900 PLN,Lutoryż,Podkarpackie,2016,41 492 km,Benzyna,1 170 cm3
SYM,,16 900 PLN,Lutoryż,Podkarpackie,2016,30 588 km,Benzyna,565 cm3
Triumph,Tiger,35 900 PLN,Lutoryż,Podkarpackie,2014,15 533 km,Benzyna,800 cm3
Yamaha,FJR,20 900 PLN,Lutoryż,Podkarpackie,2004,74 218 km,Benzyna,1 298 cm3
BMW,Adventure,75 900 PLN,Lutoryż,Podkarpackie,2017,23 505 km,Benzyna,1 170 cm3
KTM,Super Duke,59 900 PLN,Lutoryż,Podkarpackie,2019,28 316 km,Benzyna,1 301 cm3
Honda,ST,19 900 PLN,Lutoryż,Podkarpackie,2002,70 020 km,Benzyna,1 261 cm3
BMW,R,33 900 PLN,Lutoryż,Podkarpackie,2015,40 355 km,Benzyna,1 170 cm3
BMW,K,17 900 PLN,Lutoryż,Podkarpackie,2010,144 791 km,Benzyna,1 293 cm3
Yamaha,V-MAX,19 900 PLN,Lutoryż,Podkarpackie,1994,25 486 km,Benzyna,1 197 cm3
Kawasaki,,22 500 PLN,Ścinawa,Dolnośląskie,2019,76 000 km,Benzyna,773 cm3
Harley-Davidson,Touring Road King,33 000 PLN,Warszawa,Mazowieckie,2004,76 000 km,Benzyna,1 450 cm3
Kymco,MXU,13 500 PLN,Wągrowiec,Wielkopolskie,2007,12 731 km,Benzyna,271 cm3
Can-Am,Outlander Max,76 500 PLN,Rychtal,Wielkopolskie,2022,1 km,Benzyna,650 cm3
Honda,CRF,22 900 PLN,Gdynia,Pomorskie,2019,7 871 km,Benzyna,250 cm3
KTM,Duke,12 999 PLN,Grójec,Mazowieckie,2016,19 200 km,Benzyna,125 cm3
Segway Snarler AT6,,42 790 PLN,Krzywa,Dolnośląskie,2021,1 km,Benzyna,570 cm3
RM 800 Duo,,43 700 PLN,Krzywa,Dolnośląskie,2021,1 km,2021,Benzyna
Segway Snarler AT6,,33 390 PLN,Krzywa,Dolnośląskie,2021,1 km,Benzyna,570 cm3
Segway Snarler AT6,,40 500 PLN,Krzywa,Dolnośląskie,2021,1 km,Benzyna,570 cm3
Segway Villain SX1,,102 990 PLN,Krzywa,Dolnośląskie,2022,6 km,Benzyna,1 000 cm3
TGB Blade,,67 990 PLN,Krzywa,Dolnośląskie,2021,1 km,Benzyna,997 cm3
TGB Blade,,46 990 PLN,Krzywa,Dolnośląskie,2021,1 km,Benzyna,561 cm3
CF Moto,,34 500 PLN,Krzywa,Dolnośląskie,2022,1 km,Benzyna,495 cm3
CF Moto,,59 000 PLN,Otwock,Mazowieckie,2022,3 km,Benzyna,799 cm3
Ducati,Scrambler,28 900 PLN,Rzeszów,Podkarpackie,2019,3 826 km,Benzyna,400 cm3
BMW,GS,13 000 PLN,Krotoszyn,Wielkopolskie,1999,149 000 km,Benzyna,1 085 cm3
Kawasaki,VN,27 999 PLN,Rzeszów,Podkarpackie,2014,17 000 km,Benzyna,900 cm3
Harley-Davidson,Softail Heritage Classic,82 900 PLN,Rzeszów,Podkarpackie,2022,7 017 km,Benzyna,1 900 cm3
Kymco,People,6 500 PLN,Jeleśnia,Śląskie,2010,27 000 km,Benzyna,125 cm3
Junak,,5 999 PLN,Gliwice,Śląskie,2021,1 km,Benzyna,50 cm3
Junak,901,6 999 PLN,Gliwice,Śląskie,2022,50 cm3,2022,Benzyna
BMW,R,29 900 PLN,Rzeszów,Podkarpackie,2014,29 000 km,Benzyna,1 200 cm3
Motocykl,,4 799 PLN,Dulowa,Małopolskie,2023,1 km,Benzyna,72 cm3
KXD,,6 499 PLN,Dulowa,Małopolskie,2023,1 km,Benzyna,150 cm3
Zontes,125 G1 Spoke,17 499 PLN,Dulowa,Małopolskie,2023,125 cm3,2023,Benzyna
Motocykl,,9 500 PLN,Dulowa,Małopolskie,2023,1 km,Benzyna,249 cm3
KXD,,3 899 PLN,Dulowa,Małopolskie,2023,1 km,Benzyna,125 cm3
Motocykl,,3 999 PLN,Dulowa,Małopolskie,2023,1 km,Benzyna,124 cm3
CF Moto,Allroad,37 500 PLN,Dulowa,Małopolskie,2022,1 km,Benzyna,580 cm3
CF Moto,,54 900 PLN,Dulowa,Małopolskie,2022,1 km,Benzyna,800 cm3
Yamaha,,9 490 EUR,Dulowa,Małopolskie,2021,1 km,Benzyna,250 cm3
Motocykl,,6 899 PLN,Dulowa,Małopolskie,2023,1 km,2023,Elektryczny
Diabolini,,7 999 PLN,Dulowa,Małopolskie,2023,1 km,Benzyna,249 cm3
Zongshen,,13 999 PLN,Dulowa,Małopolskie,2023,1 km,Benzyna,249 cm3
CF Moto,Allroad,41 900 PLN,Dulowa,Małopolskie,2022,1 km,Benzyna,600 cm3
KXD,,11 499 PLN,Dulowa,Małopolskie,2023,1 km,Benzyna,250 cm3
Motocykl,,4 600 PLN,Dulowa,Małopolskie,2023,1 km,Benzyna,49 cm3
Motocykl,,16 500 PLN,Dulowa,Małopolskie,2022,1 km,Benzyna,125 cm3
Motocykl,,16 999 PLN,Dulowa,Małopolskie,2023,1 km,Benzyna,125 cm3
Motocykl,,4 000 PLN,Dulowa,Małopolskie,2023,1 km,Benzyna,110 cm3
Yamaha,Grizzly,80 000 PLN,Dulowa,Małopolskie,2022,1 km,Benzyna,686 cm3
Inny,Alfarad,6 700 PLN,Wąchock,Świętokrzyskie,2019,200 km,Benzyna,250 cm3
Honda,CB,27 500 PLN,Łaskarzew,Mazowieckie,2018,9 300 km,2018,Benzyna
Harley-Davidson,Electra,49 000 PLN,Sokołów Podlaski,Mazowieckie,2012,30 500 km,2012,Benzyna
Honda,Deauville,9 200 PLN,Turek,Wielkopolskie,1999,66 047 km,Benzyna,647 cm3
Suzuki,Intruder,18 500 PLN,Zabrze,Śląskie,Niski przebieg,2006,800 cm3,57 000 km
Zontes,125 G1 Spoke,15 000 PLN,Rybnik,Śląskie,2022,1 570 km,Benzyna,125 cm3
Can-Am,Maverick,181 000 PLN,Rychtal,Wielkopolskie,2022,1 km,Benzyna,900 cm3
Polaris,Sportsman,49 500 PLN,Rychtal,Wielkopolskie,2022,1 km,Benzyna,570 cm3
Yamaha,YFZ,69 500 PLN,Rychtal,Wielkopolskie,2021,1 km,Benzyna,458 cm3
Can-Am,Maverick,190 000 PLN,Rychtal,Wielkopolskie,2022,1 km,Benzyna,900 cm3
BMW,,127 428 PLN,Poznań,Wielkopolskie,2021,111 km,Benzyna,999 cm3
Motocykl,,5 899 PLN,Ząbkowice Śląskie,Dolnośląskie,2023,1 km,Benzyna,125 cm3
Harley-Davidson,Softail Deluxe,46 900 PLN,Jastrzębie-Zdrój,Śląskie,2008,82 000 km,Benzyna,1 570 cm3
Motocykl,,4 799 PLN,Ząbkowice Śląskie,Dolnośląskie,2023,1 km,Benzyna,125 cm3
BMW,Adventure,26 500 PLN,Tomaszów Mazowiecki,Łódzkie,Niski przebieg,2006,1 200 cm3,129 500 km
Kymco,Agility,9 199 PLN,Gliwice,Śląskie,2022,50 cm3,2022,Benzyna
iamelectric NEMO,,27 999 PLN,Gliwice,Śląskie,2022,1 km,2022,Elektryczny
